Unnamed: 0,Title,Content,Translated_Content
300,Speak to Me (Amy Lee song),"""Speak to Me"" is a song by American singer Amy Lee recorded for the ending credits of the independent movie ""Voice from the Stone"" (2017).  It was published online and made available for digital download on March 17, 2017.  For the song, Lee collaborated with the movie's score producer Michael Wandmacher and director Eric Dennis Howell with whom she got acquainted to ""Voice from the Stone"" and its plot.  Inspired by the movie's story line which she could relate to her personal life as a recent mother, Lee decided to contribute to the soundtrack with an original song.  Musically, ""Speak to Me"" is a piano ballad instrumentally complete with strings, booming drums and cellos and features lyrics in which the protagonist pleads for love.","""اسپیک ٹو می"""" (انگریزی: Speak to Me) ایک امریکی گلوکارہ ایمی لی کا گانا ہے جو ایک آزاد فلم """"وائس آف دی اسٹون"""" کے اختتام کے لئے ریکارڈ کیا گیا تھا۔ یہ گانا 17 مارچ 2017 کو آن لائن شائع ہوا اور ڈیجیٹل ڈاؤن لوڈ کے لئے دستیاب ہوا۔ اس گانے کے لئے ، لی نے فلم کے اسکور پروڈیوسر مائیکل وانڈماچر اور ڈائریکٹر ایرک ڈینس ہولڈ کے ساتھ تعاون کیا ، جن سے وہ """"وائس آف دی اسٹون"""" اور اس کی پلاٹ کی خصوصیات سے واقف ہوئی ، جس میں وہ اپنی ذاتی زندگی سے متعلق تھی ، لی نے ایک اصل گانا کے ساتھ ساؤنڈ ٹریک میں حصہ لینے کا فیصلہ کیا۔"""
301,"Toccata, Adagio and Fugue in C major, BWV 564","Toccata, Adagio, and Fugue in C major (BWV 564) is an organ composition by Johann Sebastian Bach.  As is the case with most other organ works by Bach, the autograph score does not survive.  The earliest manuscript copies were probably made in 1719–1727.  The title of the piece in these copies is given, as expected of organ literature of the time, simply as ""Toccata in C major"" (or more precisely, ""Toccata ped: ex C"" in one source and ""Toccata ex C♮ pedaliter"", referring to the obbligato pedal part).  The piece is an early work, probably composed in the mid-to-late Weimar years, i.e. 1710–1717.  It shares some similarities with other toccatas composed around the same time, such as BWV 538, BWV 540, and others: all show the influence of concerto style and form.","""ٹوکاٹا ، ایڈجیو ، اور فیوگا میں سی میجر (BWV 564) ، جوہان سیبسٹین باخ کی ایک آرگن کمپوزیشن ہے ، جس میں """"ٹوکاٹا"""" کے لئے ایک پیڈالٹ شامل ہے۔ یہ ایک ابتدائی کام ہے ، جو شاید 1717 کے وسط سے آخر میں تشکیل دیا گیا تھا ، یعنی 1717 کے آس پاس۔ اس کا عنوان ، جیسا کہ اس وقت کے آرگن ادب کی توقع کی جاتی ہے ، صرف """"ٹوکاٹا میں سی میجر"""" (یا زیادہ درست طور پر ، ایک ذریعہ میں """"ٹوکاٹا: ایکس سی پیڈالٹ"""" اور """"ٹوکاٹا ایکس سی پیڈالٹ"""" ، پیڈالٹ پیڈالٹ کا حوالہ دیتے ہوئے) ہے۔"""
302,Punisher: War Zone Original Motion Picture Score,"Punisher: War Zone Original Motion Picture Score is the official score to the 2008 film """".  It was composed entirely by Michael Wandmacher and released by Lionsgate Records.",Punisher: Warzone: Original Motion Picture Score (مثال کے طور پر ، Punisher: Warzone) 2008 کی فلم کا سرکاری اسکور ہے۔ یہ مکمل طور پر مائیکل وانڈماچر نے کمپوز کیا تھا اور اسے لیونز گیٹ ریکارڈز نے جاری کیا تھا۔
303,Music on The O.C.,"The use of music on FOX drama ""The O.C."" gained much acclaim.  Show creator Josh Schwartz wanted music to be a ""character on the show"" and the experienced Alexandra Patsavas took the role of music supervisor.  The show's orchestral music was composed by Christopher Tyng.  The series is credited with showcasing many artists, and helping to elevate them in the music business.  Many acts made guest appearances on the show, and others premiered their new singles in episodes.  Six official soundtracks were released, and these were compilations of predominantly indie music.","""اس کے بعد ، اس نے اس کے لئے ایک نیا کردار بنایا۔ شو کے تخلیق کار جوش شوارٹز نے موسیقی کو """"شو پر ایک کردار"""" بنانا چاہتا تھا اور تجربہ کار الیگزینڈر پاٹساواس نے میوزک سپروائزر کا کردار ادا کیا۔ شو کی آرکسٹرا میوزک کرسٹوفر ٹنگ نے تشکیل دی تھی۔ اس سیریز کو بہت سے فنکاروں کی نمائش اور میوزک کے کاروبار میں ان کی ترقی میں مدد کرنے کا سہرا دیا جاتا ہے۔ بہت سے اداکاروں نے شو میں مہمانوں کی حیثیت سے کام کیا ، اور دوسروں نے اپنے نئے سنگلز کا پریمیئر کیا۔"""
304,Michael Wandmacher,"Michael Wandmacher (born October 29, 1967) is an American composer of music for film, television, and video games.  He has worked on well-known numerous projects, including ""Piranha 3D"", """", ""Bloodborne"", ""Twisted Metal"", and ""The Goldbergs"".  Most recently, he has worked on """", succeeding previous series composers Paul Haslinger and Marco Beltrami.","مائیکل وانڈماچر (پیدائش: 29 اکتوبر ، 1967) ایک امریکی موسیقار ہے جو فلم ، ٹیلی ویژن اور ویڈیو گیمز کے لئے موسیقی کا کمپوزر ہے۔ اس نے متعدد مشہور منصوبوں پر کام کیا ہے ، جن میں ""پیرانا 3 ڈی"" ، ""بلڈ بورن"" ، ""ٹویسٹڈ میٹل"" اور ""دی گولڈبرگس"" شامل ہیں۔ حال ہی میں ، اس نے ""پیرین ہاسلنگر"" پر کام کیا ہے ، پچھلے سیریز کے موسیقاروں پال اور مارکو بیلٹریمی کی جگہ لے کر۔"
305,Randy Wagstaff,"Randy Wagstaff is a fictional character on the HBO drama ""The Wire"", played by Maestro Harrell.  Randy is an enterprising student who is dependent on social services.  During season 4, he was an 8th grade pupil at Edward Tilghman Middle School and is friends with Namond Brice, Michael Lee and Duquan ""Dukie"" Weems.  He lived with a foster mother, Miss Anna, who instilled some discipline in his life.  He is well known amongst his peers for his imagination and ideas.  Randy runs a small business selling snacks and drinks to his peers and neighborhood drug dealers.  He shares his last name with drug lieutenant Cheese Wagstaff.  Though the relationship was never established on the show, creator David Simon revealed Cheese to be Randy's biological father -- which would also make Proposition Joe Randy's great uncle.",رینڈے ویگ اسٹاف ایک افسانوی کردار ہے جو ایچ بی او کے ڈرامے دی وائر میں ایک پیشہ ور طالب علم ہے جو سماجی خدمات پر منحصر ہے۔ سیزن 4 کے دوران ، وہ ایڈورڈ ٹیلگ مین مڈل اسکول میں آٹھویں جماعت کا طالب علم تھا اور نامونڈ برائس ، مائیکل لی اور ڈوکی ویگ اسٹاف کے ساتھ دوست تھا۔ وہ ایک رضاعی ماں ، مس انا کے ساتھ رہتا تھا ، جس نے اس کی زندگی میں کچھ نظم و ضبط پیدا کیا۔ وہ اپنے ساتھیوں کے درمیان اپنے تخیل اور عظیم خیالات کے لئے مشہور ہے۔ وہ اپنے ساتھیوں اور پڑوس کے منشیات فروشوں کو ناشتے اور مشروبات فروخت کرنے والا ایک چھوٹا سا کاروبار چلاتا ہے۔
306,Bob Boilen,"Bob Boilen is the current host and the creator of NPR's online music show ""All Songs Considered"".  He is also the creator of the Tiny Desk Concert series for NPR Music, hosting intimate performances at his desk.  The series curated by Boilen and the team of NPR Music was inspired by a comment made by NPR Music's Stephen Thompson when he jokingly invited musician Laura Gibson to perform at Bob's desk.  The two of them went to see Gibson at a show at SXSW in 2008 and the loud crowd made it impossible to hear her.  The name of the series is a play on the name Tiny Desk Unit, a band Boilen played in from 1979-1981.  Bob Boilen was the director of the NPR show ""All Things Considered"" (1989–2007) and chose the music between the news stories for that show.  Those musical snippets or ""buttons"" was the starting point for the creation of ""All Songs Considered"".","""نائب کے نام سے مشہور ، بولیین نے اپنے آن لائن میوزک شو """"آل سونگز پر غور کریں"""" کے لئے ایک ٹی وی شو کا انعقاد کیا ، جس میں انہوں نے ایک ٹی وی شو کے لئے ایک ٹی وی شو کے لئے ایک ٹی وی شو کے لئے ایک ٹی وی شو کے لئے ایک ٹی وی شو کے لئے ایک ٹی وی شو کے لئے ایک ٹی وی شو کے لئے ایک ٹی وی شو کے لئے ایک ٹی وی شو کے لئے ایک ٹی وی شو کے لئے ایک ٹی وی شو کے لئے ایک ٹی وی شو کے لئے ایک ٹی وی شو کے لئے ایک ٹی وی شو کے لئے ایک ٹی وی شو کے لئے ایک ٹی وی شو کے لئے ایک ٹی وی شو کے لئے ایک ٹی وی شو کے لئے ایک ٹی وی شو کے لئے ایک ٹی وی شو کے لئے ایک ٹی وی شو کے لئے ایک ٹی وی شو کے لئے ایک ٹی وی شو کے لئے ایک ٹی وی شو کے لئے ایک ٹی وی شو."""
307,Crimes Against Music,"Crimes Against is the fourth album by Mitch Benn, released in 2005 under the name of 'Mitch Benn and The Distractions' and featuring his backing band composed of Kirsty Newton and Tasha Baylis.  All songs were written by Mitch Benn, and many songs had previous versions feature in the radio shows ""The Now Show"", ""It's Been a Bad Week"" and ""Mitch Benn's Crimes Against Music"", which shares a name with the album.","""مچ بین کے چوتھے البم """"کرائمز اینگین"""" میں ، جس میں کرسٹی نیوٹن اور تاشا بیلس نے بھی حصہ لیا ، نے ایک ہی نام کے ساتھ ، """"مچ بین کے خلاف جرائم"""" ، """"یہ ایک برا ہفتہ رہا ہے"""" اور """"مچ بین کے خلاف جرائم"""" کے عنوانات کو شامل کیا ہے۔"""
308,Walter White (Breaking Bad),"Walter Hartwell White Sr., also known by his clandestine alias Heisenberg, is a fictional character and the main protagonist of ""Breaking Bad"".  He is portrayed by Bryan Cranston.  A graduate of the California Institute of Technology, Walt was once a promising chemist who cofounded the company Gray Matter Technologies with his close friend Elliot Schwartz and his then-girlfriend Gretchen.  He left Gray Matter abruptly, selling his shares for $5,000; soon afterward, the company made a fortune, much of it from his research.  Walt subsequently moved to Albuquerque, New Mexico, where he became a high school chemistry teacher.  ""Breaking Bad"" begins on Walter's 50th birthday, when he is diagnosed with Stage IIIA lung cancer.  After this discovery, he resorts to manufacturing methamphetamine and drug dealing to ensure his family's financial security after his death.  He is pulled deeper into the illicit drug trade, becoming more and more ruthless as the series progresses, and later adopts the alias ""Heisenberg"", which becomes recognizable as the kingpin figure in the local drug trade.  Series creator Vince Gilligan has described his goal with Walter White as ""turning Mr. Chips into Scarface"", and deliberately made the character less sympathetic over the course of the series.  Walt's evolution from mild-mannered school teacher and family man to ruthless criminal mastermind and murderer is the show's central focus.",والٹر ہارٹ ویل وائٹ ، سینئر ، جو اپنے خفیہ عرفیت ہیزنبرگ کے نام سے بھی جانا جاتا ہے ، ایک افسانوی کردار ہے ، جس کا زیادہ تر حصہ اس کی تحقیق سے ہے۔ وہ بعد میں نیو میکسیکو کے البوکرکی منتقل ہوگیا ، جہاں وہ ہائی اسکول کا استاد بن گیا۔ والٹر کی سالگرہ پر ، جب اسے اسٹیج II کے کینسر کی تشخیص کی گئی تو ، والٹر ایک امید افزا کیمسٹ تھا ، جس نے اپنے قریبی دوست ایلیٹ شوارٹز اور اس کی اس وقت کی گرل فرینڈ گریگنٹیک گرل کے ساتھ مل کر کمپنی کی بنیاد رکھی۔ اس کے بعد وہ والٹر کو اچانک چھوڑ دیا ، اپنے شیئر کو غیر قانونی تجارت میں ڈال دیا ، اور اس نے اس کے نام سے مشہور ہونے کے بعد ، اس کے نام کے نام سے مشہور ، ونس گلیسنبرگ ، جو کہلاتا ہے۔
309,The Goldbergs (2013 TV series),"The Goldbergs is an American television period sitcom that premiered on Tuesday, September 24, 2013 on ABC.  The series was created by Adam F. Goldberg and stars Wendi McLendon-Covey, Jeff Garlin, Sean Giambrone, Troy Gentile, Hayley Orrantia and George Segal.  The show is produced by Goldberg, Seth Gordon, and Doug Robinson.  It is based on Goldberg's childhood and family in the 1980s, complete with a childhood version of himself.  The fourth season premiered on September 21, 2016.  In May 2017, ABC renewed the series for a fifth and sixth season.",گولڈبرگز ایک امریکی ٹیلی ویژن سیریز ہے جس کا پریمیئر 24 ستمبر ، 2013 کو اے بی سی پر ہوا۔ یہ سیریز ایڈم ایف گولڈبرگ نے بنائی تھی اور اس میں وینڈی میک لینڈن کووی ، جیف گارلن ، شان جیمبرون ، ٹرائے جینٹیل ، ہیلی اورینٹیا اور جارج سیگل شامل ہیں۔ یہ شو گولڈبرگ ، سیٹھ گورڈن اور ڈوگ رابنسن نے تیار کیا ہے۔ یہ 1980 کی دہائی میں گولڈبرگ کے بچپن اور خاندان پر مبنی ہے ، جس میں خود کا بچپن کا ورژن بھی شامل ہے۔
