,Title,Content
66,Jamal Crawford,"Aaron Jamal Crawford (born March 20, 1980) is an American professional basketball player for the Minnesota Timberwolves of the National Basketball Association (NBA).  Crawford played his high school basketball for Rainier Beach High School, a basketball powerhouse in Seattle, before committing to play for the University of Michigan.  Crawford was selected by the Cleveland Cavaliers but was traded on draft day to the Chicago Bulls.  In his career, he has also played for the New York Knicks, Golden State Warriors, Atlanta Hawks, Portland Trail Blazers and Los Angeles Clippers.  He won the NBA Sixth Man of the Year Award in 2010, 2014 and 2016, becoming the first three-time winner of the award in NBA history.  He currently holds the record for most career four-point plays made with 50 (55 when counting the playoffs)."
67,Vladimir Radmanović,"Vladimir Radmanović (Serbian Cyrillic: Владимир Радмановић; born November 19, 1980) is a retired Serbian professional basketball player.  In Serbia he played for Crvena zvezda and FMP, and in NBA he was a member of the Seattle SuperSonics, Los Angeles Clippers, Los Angeles Lakers, Charlotte Bobcats, Golden State Warriors, Atlanta Hawks and Chicago Bulls."
68,List of Los Angeles Clippers seasons,"The Los Angeles Clippers are a professional basketball team based in Los Angeles, California.  They play in the National Basketball Association (NBA) and are a member of the NBA Western Conference's Pacific Division.  The Clippers were founded in 1970 as the Buffalo Braves.  They were one of three franchises that joined the NBA as an expansion team in the 1970–71 season.  The Braves moved to San Diego, California after the 1977–78 season, and became known as the San Diego Clippers.  For the 1984–85 NBA season, the Clippers moved north to Los Angeles and became known as the Los Angeles Clippers."
69,List of Los Angeles Clippers head coaches,"The Los Angeles Clippers are an American professional basketball team based in Los Angeles, California.  They play in the Pacific Division of the Western Conference in the National Basketball Association (NBA).  The Clippers joined the NBA in 1970 as an expansion team.  The team has had three names since its inception: the Buffalo Braves (1970–1978), the San Diego Clippers (1978–1984), and the Los Angeles Clippers (1984–present).  The Clippers are the oldest franchise in the NBA to have never reached the league finals.  The team has played its home games at the Staples Center since 1999.  The Clippers are owned by Steve Ballmer, and Dave Wohl is their general manager."
70,Interbrew,"Interbrew was a large Belgium-based brewing company which owned many internationally known beers, as well as some smaller local beers.  In 2004, Interbrew merged with Brazilian brewer AmBev to form InBev, which at the time became the largest brewer in the world by volume, with a 13% global market share.  In 2008, InBev further merged with American brewer Anheuser-Busch to form Anheuser-Busch InBev (abbreviated AB InBev).  Interbrew is now a division of Anheuser-Busch InBev SA/NV since the latter acquired SABMiller in October 2016."
71,Charrington Brewery,"Charrington Brewery was a brewery company founded in Bethnal Green, London in the early 18th century by Robert Westfield.  In 1766, John Charrington joined the company, which then traded as Westfield, Moss & Charrington from the Anchor Brewery in Mile End.  It merged with United Breweries of London in 1964 to become Charrington United Breweries, then, after acquiring a number of other breweries, it merged with Bass Brewery in 1967 to become the largest UK brewing company, Bass Charrington, later simply Bass plc.  The brewing operations of the company were bought by Interbrew (now Anheuser-Busch InBev) in 2000, while the retail side (hotel and pub holdings) were renamed Six Continents.  In 2003 Six Continents split into a pubs business, now known as Mitchells & Butlers, and a hotels and soft drinks business, now known as InterContinental Hotels Group."
72,"Beer in San Diego County, California","San Diego County, California has been called ""the Craft Beer Capital of America.""  As of 2016 the county was home to 125 licensed craft breweries - the most of any region in the United States.  Based on 2016 sales volume, three San Diego County breweries - Stone, Green Flash, and Karl Strauss - rank among the 50 largest craft brewers in the United States.  San Diego County brewers pioneered the specialty beer style known as Double India Pale Ale (Double IPA), sometimes called San Diego Pale Ale.  Its beer culture is a draw for tourism, particularly during major festivals such as San Diego Beer Week and the San Diego International Beer Competition.  San Diego County breweries like Stone Brewing Co., AleSmith Brewing Company and Ballast Point Brewing Company are consistently rated among the top breweries in the world."
73,AmBev,"Ambev, formally Companhia de Bebidas das Américas (official English translation: ""Americas' Beverage Company"", hence the name ""Ambev"", formerly styled as ""AmBev"") is a Brazilian brewing company.  It is the biggest brewery in Latin America and the fifth in the world.  It was created on July 1, 1999, with the merger of two breweries, Brahma and Antarctica.  The merger was approved by the Board of Directors of the Brazilian Administrative Council for Economic Defense (CADE) on March 30, 2000.  The headquarters are in São Paulo, Brazil."
74,Iron City Brewing Company,"The Iron City Brewing Company (also known as the Pittsburgh Brewing Company) is a beer company that until August 2009 had been located in the Lawrenceville neighborhood of Pittsburgh, Pennsylvania, United States.  On June 11, 2009, it was reported that the brewery was ""moving"" to Latrobe, Pennsylvania.  That move was recently completed and Iron City is now produced in the Latrobe Brewery that was once used to produce Rolling Rock."
75,List of breweries in Australia,"Beer production in Australia has traditionally been dominated by regional producers.  Since the 1980s there has been a steady stream of takeovers and amalgamations, and now the two major producers (who were once Australian owned) are Carlton & United Breweries (CUB) and Lion.  In December 2011, CUB became a subsidiary of British multinational SABMiller (the then world second largest international brewing company) and in October 2016 CUB became 100% owned by Anheuser-Busch InBev (AB InBev) the world's largest brewing company based in Belgium.  Since October 2009, Lion has been a subsidiary of Japanese brewer, Kirin Holdings Company Limited a brewing company established in 1885.  The largest remaining Australian owned brewer is Coopers Brewery with a market share of about 4% of total beer volume sales in Australia."
76,InBev,"InBev was a brewing company that resulted from the merger between Belgium-based company Interbrew and Brazilian brewer AmBev which took place in 2004.  It existed independently until the acquisition of Anheuser-Busch in 2008, that formed Anheuser-Busch InBev (abbreviated AB InBev).  InBev had operations in over 30 countries and sales in over 130 countries.  In 2006, it had a market capitalization of €30.6 billion and net profit of €3.2 billion on sales of €13.3 billion."
77,Shipyard Brewing Company,"Shipyard Brewing Company is a brewery and soft drink manufacturer in Portland, Maine, USA, and founded in 1994.  Shipyard is the largest brewer in Maine (owning the Shipyard, Sea Dog Brewing Company, and Casco Bay Brewing Company banners, and bottling under contract with Gritty McDuff's Brewing Company).  Shipyard is the fourth largest microbrewery in New England after Boston Beer Company, Harpoon Brewery, and Magic Hat Brewing Company."
