translated_question,translated_answer,classification,retrieved_context,final_answer,classification_time,decomposition_time,retrieval_time,generation_time,total_time,level
"""اس فلم میں جان پروکٹر کی بیوی کا کردار ادا کیا گیا تھا، جس کا نام """"دی کرسیبل"""" ہے۔""",جوآن ایلن,singlehop,"['جس کا نام """"پرانے ڈنڈی کے بینکوں پر"""" تھا، اور جس کا عنوان """"ریریٹن دریا"""" تھا.""', '۔ فلم میں تین الگ الگ حصے شامل ہیں۔ """"ایک بار جب کرسمس.""""""', '۔ اس کا ہیڈکوارٹر جرسی سٹی ، نیو جرسی میں واقع ہے۔ قومی کاروباری میگزین میں بنیادی حریفوں میں ""فارچون"" اور ""بلومبرگ بزنس ویک"" شامل ہیں']",یہ سوال سے منسلک نہیں ہے۔,3.268973351,0,0.054038525,0.895833969,4.218845844,easy
"نائیک فلائی وائر ایک نالی ہے جو ویکٹران یا نایلان سے بنی ہے ، اور اس کی ترقی کس امریکی کثیر القومی کارپوریشن نے کی ہے جو جوتے ، لباس ، سامان ، لوازمات اور خدمات کی ڈیزائننگ ، ترقی ، تیاری اور دنیا بھر میں مارکیٹنگ اور فروخت میں مصروف ہے۔","نائیک، انکارپوریٹڈ",singlehop,"['بریکنگ ان ایک تھرلر فلم ہے جس کی ہدایت کاری جیمز میک ٹیگ نے کی ہے اور اس میں گیبریل یونین نے مرکزی کردار ادا کیا ہے۔ یونین بھی اس فلم کی تیاری کے لئے تیار ہے ، جس میں ول پیکر ، جیمز لوپیز ، کریگ پیری اور شیلا ٹیلر شامل ہیں۔', 'نائکی ایک امریکی ملٹی نیشنل کارپوریشن ہے جو جوتے ، لباس ، سامان ، لوازمات اور خدمات کی ڈیزائننگ ، ترقی ، تیاری ، اور دنیا بھر میں مارکیٹنگ اور فروخت میں مصروف ہے۔ کمپنی کا ہیڈکوارٹر بیورٹن ، اوریگون ، پورٹلینڈ میٹروپولیٹن ایریا کے قریب ہے', 'کوئینپیاک یونیورسٹی پول ، جو کنیکٹیکٹ میں واقع کوئینپیاک یونیورسٹی میں واقع ہے ، ایک عوامی رائے شماری مرکز ہے جو کنیکٹیکٹ ، فلوریڈا ، نیو یارک ، نیو جرسی ، پنسلوانیا ، اوہائیو ، ورجینیا اور قومی سطح پر عوامی رائے کا سروے کرتا ہے۔']","نئیک فلائی وائر نائیک کا حصہ نہیں ہے ، بلکہ یہ کوئینپیاک یونیورسٹی پول کی رائے شماری مرکز کی ایک تشکیلات ہے جو کنیکٹیکٹ میں واقع ہے اور دنیا بھر میں عوامی رائے کا سروے کرتا ہے۔",3.514596939,0,0.072550774,3.398372173,6.985519886,easy
وہ ایک ہی وقت میں ایک ہی وزن میں ایک ہی وزن میں ایک ہی وزن میں ایک ہی وزن میں ایک ہی وزن میں ایک ہی وزن میں ایک ہی وزن میں ایک ہی وزن میں ایک ہی وزن میں ایک ہی وزن میں ایک ہی وزن میں ایک ہی وزن میں ایک ہی وزن میں ایک ہی وزن میں ایک ہی وزن میں ایک ہی وزن میں ایک ہی وزن میں ایک ہی وزن میں ایک ہی وزن میں ایک ہی وزن میں ایک ہی وزن میں ایک ہی وزن میں ایک ہی وزن میں ایک ہی وزن میں ایک ہی وزن میں ایک ہی وزن میں ایک ہی وزن میں ایک ہی وزن میں ایک ہی وزن میں ایک,پیٹرک کوٹے,singlehop,"['میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک', 'میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک', 'ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی']",وہ نہیں ہے!,4.783747673,0,0.114593506,1.385516405,6.283857584,easy
کیا صنف بیوقوف اور بیوقوف Moive ہے؟,گندی مزاح,singlehop,"['کس طرح ایک کیسلڈ پیدا کرنے کی موثر کوششیں مختلف حالات میں ہوتی ہیں', 'لے لی تھی ، اور بعد میں بطور سیکرٹری استعفیٰ دے دیا تھا', 'راوی سبرمینین ایک ہندوستانی مصنف ہیں ، جو پیشے سے ایک بینکر ہیں']","راوی کے پیشے سے کچھ نہیں ہے ، لیکن راوی کوکتاب لے لی تھی اور بعد میں بطور سیکرٹری استعفیٰ دے دیا تھا 

( Answer: نہیں )",3.406101942,0,0.048312426,2.026608467,5.481022835,easy
"کینیڈا کے ایک ریٹائرڈ پیشہ ور آئس ہاکی محافظ ، جو نیشنل ہاکی لیگ میں نو ٹیموں کے لئے کھیلتا ہے ، جس نے اس وقت نیو یارک رینجرز کے صدر جنرل منیجر کے سینئر مشیر کی حیثیت سے خدمات انجام دینے والے کینیڈا کے آئس ہاکی ایگزیکٹو کو کھیل اور مارکیٹنگ کے معاہدے پر بات چیت کی۔",پال ڈگلس کوفی,multihop,"['۔ فلم اسٹینلے جابسن پر مرکوز ہے ، جو ایک سابق قیدی اور کمپیوٹر ہیکر ہے ، جو اپنی خوفناک ہیکنگ مہارتوں کی وجہ سے بینک ڈکیتی کی سازش میں بھرتی ہونے کا نشانہ ہے۔ فلم ایک معمولی باکس آفس کامیابی تھی ، لیکن ریلیز کے بعد ناقدین نے اسے منفی طور پر قبول کیا', '۔ اس میں کوبین اور صحافی مائیکل ایزرراڈ کے مابین انٹرویو کی آڈیو شامل ہے ، جو اس کتاب کے لئے کیا گیا تھا ، جس میں ان مقامات کی ماحول کی سنیما گرافی پر سیٹ کیا گیا ہے جن کو کرٹ کوبین نے اپنا گھر کہا ، بنیادی طور پر ایبرڈین ، اولمپیا اور سیئٹل', 'انگلینڈ کے شہر ٹائن اینڈ ویئر میں پولیس نے ایک بڑی کارروائی کی ہے جس میں تین افراد کو گولی مار کر ہلاک کرنے والے راؤ موٹ کو گرفتار کیا گیا ہے۔ اس کے بعد پولیس نے اسے شناخت کر لیا اور اسے نیو کیسل میں گرفتار کر لیا']",نہیں!,5.52833271,0,0.079077005,0.960143089,6.567552805,easy
میکرو سرجیکل نے اسٹرائکر سے کتنی رقم کا معاہدہ قبول کیا؟,$ 1.65 بلین,singlehop,"['البمز پر ٹیکنو آوازوں کے برعکس زیادہ متبادل راک نقطہ نظر تھا', 'میں بین الاقوامی تعلقات کے لئے وقف پہلا امریکی رسالہ تھا', 'میں البم کی ترقی اوریگون اسٹوڈیو میں پورے تخلیقی عمل کے دوران ملک سے کہیں زیادہ امریکن ہوگئی']","نہیں، البمز پر ٹیکنو آوازوں کا کوئی ربط نہیں ہے جس سے میکراسرجیکل نے اسٹرائکر سے معاہدہ قبول کیا ہو.",4.45437336,0,0.049044609,2.059138536,6.562556505,easy
La dame blanche اور Il prigioniero میں کیا مشترک ہے؟,اوپیرا,singlehop,"['لا ڈیم بلانچ (فرانسیسی: La Dame Blanche) ایک خفیہ انٹیلی جنس نیٹ ورک کا کوڈ نام تھا جو پہلی جنگ عظیم کے دوران جرمنی کے زیر قبضہ بیلجیم میں کام کرتا تھا', ""ایمپریس ڈی ایل ایسکوورٹ ڈی لا ڈیم بلانچ (انگریزی: Emprise de l'Escuvert à la Dame Blanche) ایک شہنشاہانہ آرڈر تھا جس کی بنیاد جان لی مینگر اور بارہ دیگر شہنشاہوں نے 1399 میں رکھی تھی"", '""آڈم دی پریجنر (انگریزی: Il prigioniero) ایک اطالوی اوپیرا ہے جس کا آغاز اور اختتام ایک ایکٹ میں ہوا ہے۔ یہ اوپیرا پہلی بار 1 دسمبر 1949 کو اطالوی ریڈیو اسٹیشن RAI پر نشر کیا گیا تھا']",دونوں میں ایک ایکٹ کی ابتدا و اختتام کا مشترک پائی جاتا ہے۔,3.013020515,0,0.052523375,1.31554985,4.38109374,easy
مارک ویل ایسٹ (انگریزی: Markville East) ایک امریکی شہر اور شہر ہے جو مارک ویل کے جنوب میں واقع ہے۔ اس کا نام مارک ویل (انگریزی: CF Markville) ہے جو ایک شاپنگ مال ہے جو مارک ویل میں واقع ہے۔ یہ شہر اور شہر کے درمیان ایک اہم شاپنگ مال ہے۔,کینیڈا,singlehop,"['مارک ویل شاپنگ سینٹر (انگریزی: Markville Shopping Centre) ایک شاپنگ مال ہے جو کینیڈا کے شہر مارکہم میں واقع ہے اور اس کا نام مارک ویل کے تاریخی دیہاتوں کی قربت کی وجہ سے رکھا گیا ہے۔ اس کا مجموعی کرایہ کا علاقہ 101799 مربع فٹ ہے', '۔ اس کا نام مارکوویل ایسٹ (انگریزی: Markovil East) ہے جو مارکوویل کے قریب واقع ہے۔', 'بیکارڈی باؤل ایک کالج فٹ بال باؤل کھیل تھا جو کیوبا کے شہر ہوانا میں سات بار کھیلا جاتا تھا۔ اس کھیل کو رومبا باؤل بھی کہا جاتا تھا اور یہ کیوبا کے سالانہ قومی کھیلوں کے تہوار کا عروج تھا']","نہیں، مارکوویل شاپنگ سینٹر کو مارک ویل شاپنگ سینٹر کہا جاتا ہے، نہیں کہ مارک ویل ایسٹ۔",3.183577776,0,0.073066235,2.047109127,5.303753138,easy
کون سی فلم جس میں ول اسمتھ اداکاری کر رہے ہیں جیمز کارن اداکاری کے لئے جانا جاتا ہے؟,خوشی کی تلاش,singlehop,"['اسن تھومکال کی فلمی کیریئر کے دوران تین اہم فلموں میں اداکاری کے لئے فلم فیئر ایوارڈز اور دیگر ایوارڈز حاصل کیے گئے ہیں', 'گیمبل سکوگمو ، ایک امریکی کمپنی ہے جو اسٹور کی فراہمی کے لئے کام کرتی ہے', 'برکر فیل ، جسے برکر مور بھی کہا جاتا ہے ، انگلینڈ کے کمبریا میں لیک ڈسٹرکٹ نیشنل پارک کے مغربی حصے میں ایک پہاڑی ویران علاقہ ہے']",گیمبل سکوگمو,3.359526873,0,0.05501914,0.584148407,3.99869442,easy
بلیک جیک ایک گیم ہے جس میں ایک کھلاڑی کو ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک دوسرے سے ایک وقت میں ایک دوسرے سے ایک دوسرے سے مختلف ہوتا ہے.,2009ء میں,singlehop,"['۔ اس فلم میں ، ٹکسن قتل عام کے بعد ، چارلس شمڈ نے ایک اور کردار ادا کیا ، جو ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی', 'میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک', 'میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک ہی وقت میں ایک']","چارلس شمڈ نے بلیک جیک گیم کھیلی تھی نہیں، کیونکہ وہ ٹکسن قتل عام کے بعد ایک اور کردار ادا کر رہا تھا۔",4.325617313,0,0.122190952,2.717555761,7.165364027,easy
